symbol,name,sector,industry
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,,
JPS,Nuveen Preferred & Income Securities Fund,Finance,Investment Managers
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,Finance,Investment Managers
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
JRSH,Jerash Holdings (US) Inc. Common Stock,Basic Industries,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,Finance,Property-Casualty Insurers
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance,Finance: Consumer Services
JSPR,Jasper Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JSPRW,Japer Therapeutics Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
JT,Jianpu Technology Inc. American depositary shares,Technology,EDP Services
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,,
JUGGU,Jaws Juggernaut Acquisition Corporation Unit,,
JUGGW,Jaws Juggernaut Acquisition Corporation Warrant,,
JUN,Juniper II Corp. Class A Common Stock,,
JUPW,Jupiter Wellness Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JUPWW,Jupiter Wellness Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
JVA,Coffee Holding Co. Inc. Common Stock,Consumer Non-Durables,Specialty Foods
JW/A,John Wiley & Sons Inc.,,
JW/B,John Wiley & Sons Inc.,,
JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock,,
JWACR,Jupiter Wellness Acquisition Corp. Right,,
JWEL,Jowell Global Ltd. Ordinary Shares,Consumer Services,Other Consumer Services
JWN,Nordstrom Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
JXN,Jackson Financial Inc. Class A Common Stock ,Finance,Finance/Investors Services
JYAC,Jiya Acquisition Corp. Class A Common Stock,,
JYNT,The Joint Corp. Common Stock,,
JZXN,Jiuzi Holdings Inc. Ordinary Shares,Consumer Durables,Automotive Aftermarket
K,Kellogg Company Common Stock,Consumer Non-Durables,Packaged Foods
KACL,Kairous Acquisition Corp. Limited Ordinary Shares,,
KACLR,Kairous Acquisition Corp. Limited Rights,,
KACLU,Kairous Acquisition Corp. Limited Unit,,
KACLW,Kairous Acquisition Corp. Limited Warrants,,
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,,
KAI,Kadant Inc Common Stock,Technology,Industrial Machinery/Components
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,Finance,Business Services
KAIIU,Kismet Acquisition Two Corp. Unit,Finance,Business Services
KAIIW,Kismet Acquisition Two Corp. Warrant,Finance,Business Services
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
KAIRW,Kairos Acquisition Corp. Warrant,Finance,Business Services
KALA,Kala Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KALU,Kaiser Aluminum Corporation Common Stock,Basic Industries,Aluminum
KALV,KalVista Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KAMN,Kaman Corporation Common Stock,Capital Goods,Military/Government/Technical
KAR,KAR Auction Services Inc Common Stock,Consumer Services,Other Specialty Stores
KARO,Karooooo Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
KAVL,Kaival Brands Innovations Group Inc. Common Stock,Consumer Non-Durables,Farming/Seeds/Milling
KB,KB Financial Group Inc,Finance,Commercial Banks
KBAL,Kimball International Inc. Class B Common Stock,Consumer Durables,Industrial Specialties
KBH,KB Home Common Stock,,
KBNT,Kubient Inc. Common Stock,Technology,EDP Services
KBNTW,Kubient Inc. Warrant,Technology,EDP Services
KBR,KBR Inc. Common Stock,Capital Goods,Oilfield Services/Equipment
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,,
KD,Kyndryl Holdings Inc. Common Stock,Technology,EDP Services
KDNY,Chinook Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Non-Durables,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,Capital Goods,Industrial Machinery/Components
KELYA,Kelly Services Inc. Class A Common Stock,Technology,Diversified Commercial Services
KELYB,Kelly Services Inc. Class B Common Stock,Technology,Diversified Commercial Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Public Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,Public Utilities,Electric Utilities: Central
KEQU,Kewaunee Scientific Corporation Common Stock,Capital Goods,Medical Specialities
KERN,Akerna Corp. Common Stock,Health Care,Managed Health Care
KERNW,Akerna Corp Warrant,Health Care,Managed Health Care
KEX,Kirby Corporation Common Stock,Transportation,Marine Transportation
KEY,KeyCorp Common Stock,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,,
KEYS,Keysight Technologies Inc. Common Stock,Capital Goods,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,Finance,Investment Managers
KFFB,Kentucky First Federal Bancorp Common Stock,Finance,Savings Institutions
KFRC,Kforce Inc. Common Stock,Technology,Diversified Commercial Services
KFS,Kingsway Financial Services Inc. Common Stock (DE),,
KFY,Korn Ferry Common Stock,Technology,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,,
KHC,The Kraft Heinz Company Common Stock,Consumer Non-Durables,Farming/Seeds/Milling
KIDS,OrthoPediatrics Corp. Common Stock,Health Care,Medical/Dental Instruments
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares,Finance,Business Services
KIIIU,Kismet Acquisition Three Corp. Unit,Finance,Business Services
KIIIW,Kismet Acquisition Three Corp. Warrant,Finance,Business Services
KIM,Kimco Realty Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,Consumer Services,EDP Services
KINS,Kingstone Companies Inc. Common Stock,Finance,Specialty Insurers
KINZ,KINS Technology Group Inc. Class A Common Stock,,
KINZU,KINS Technology Group Inc. Unit,,
KINZW,KINS Technology Group Inc. Warrant,,
KIO,KKR Income Opportunities Fund Common Shares,Finance,Investment Managers
KIQ,Kelso Technologies Inc Ordinary Shares,,
KIRK,Kirkland's Inc. COMMONSTOCK,Miscellaneous,Diversified Commercial Services
KKR,KKR & Co. Inc. Common Stock,Finance,Investment Managers
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,
KLAC,KLA Corporation Common Stock,Capital Goods,Electronic Components
KLAQ,KL Acquisition Corp Class A Common Stock,,
KLAQW,KL Acquisition Corp Warrant,,
KLDO,Kaleido Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Technology,Semiconductors
KLR,Kaleyra Inc. Common Stock,Technology,Internet and Information Services
KLTR,Kaltura Inc. Common Stock,Technology,EDP Services
KLXE,KLX Energy Services Holdings Inc. Common Stock,Energy,Oilfield Services/Equipment
KMB,Kimberly-Clark Corporation Common Stock,Basic Industries,Paper
KMDA,Kamada Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,Finance,Investment Managers
KMI,Kinder Morgan Inc. Common Stock,Public Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,,
KMPH,KemPharm Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,Capital Goods,Industrial Machinery/Components
KMX,CarMax Inc,Consumer Services,Other Specialty Stores
KN,Knowles Corporation Common Stock,Consumer Non-Durables,Consumer Electronics/Appliances
KNBE,KnowBe4 Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
KNDI,Kandi Technologies Group Inc Common Stock,Capital Goods,Auto Parts:O.E.M.
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Transportation,Marine Transportation
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Kinsale Capital Group Inc. Common Stock,Finance,Property-Casualty Insurers
KNSW,KnightSwan Acquisition Corporation Class A Common Stock,,
KNTE,Kinnate Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KNTK,Kinetik Holdings Inc. Class A Common Stock,Energy,Oil & Gas Production
KNX,Knight-Swift Transportation Holdings Inc.,Transportation,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,Consumer Non-Durables,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KODK,Eastman Kodak Company Common New,Miscellaneous,Business Services
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Consumer Non-Durables,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,Basic Industries,Industrial Specialties
KOPN,Kopin Corporation Common Stock,Capital Goods,Industrial Machinery/Components
KORE,KORE Group Holdings Inc. Common Stock,,
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,Oil & Gas Production
KOSS,Koss Corporation Common Stock,Consumer Non-Durables,Consumer Electronics/Appliances
KPLT,Katapult Holdings Inc. Common Stock,Technology,EDP Services
KPLTW,Katapult Holdings Inc. Warrant,Technology,EDP Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
KPTI,Karyopharm Therapeutics Inc. Common Stock,Miscellaneous,Diversified Commercial Services
KR,Kroger Company (The) Common Stock,Consumer Services,Food Chains
KRBP,Kiromic BioPharma Inc. Common Stock,Consumer Durables,Specialty Chemicals
KRC,Kilroy Realty Corporation Common Stock,Consumer Services,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Consumer Services,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,,
KRG,Kite Realty Group Trust Common Stock,Consumer Services,Real Estate Investment Trusts
KRKR,36Kr Holdings Inc. American Depositary Shares,Miscellaneous,Business Services
KRMD,Repro Med Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,Finance,Business Services
KRNLU,Kernel Group Holdings Inc. Units,Finance,Business Services
KRNLW,Kernel Group Holdings Inc. Warrants,Finance,Business Services
KRNT,Kornit Digital Ltd. Ordinary Shares,Capital Goods,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,Basic Industries,Major Chemicals
KRON,Kronos Bio Inc. Common Stock,Consumer Durables,Specialty Chemicals
KROS,Keros Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
KRT,Karat Packaging Inc. Common Stock,Capital Goods,Office Equipment/Supplies/Services
KRTX,Karuna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KRUS,Kura Sushi USA Inc. Class A Common Stock,Consumer Services,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,Miscellaneous,Diversified Manufacture
KSI,Kadem Sustainable Impact Corporation Class A common stock,,
KSICU,Kadem Sustainable Impact Corporation Unit,,
KSICW,Kadem Sustainable Impact Corporation Warrant,,
KSM,DWS Strategic Municipal Income Trust,Finance,Trusts Except Educational Religious and Charitable
KSPN,Kaspien Holdings Inc. Common Stock,Consumer Services,Consumer Electronics/Video Chains
KSS,Kohl's Corporation Common Stock,Consumer Services,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,Public Utilities,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,,
KTCC,Key Tronic Corporation Common Stock,Technology,Computer peripheral equipment
KTF,DWS Municipal Income Trust,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),,
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Consumer Non-Durables,Ordnance And Accessories
KTRA,Kintara Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,Consumer Services,Other Consumer Services
KULR,KULR Technology Group Inc. Common Stock,,
KURA,Kura Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,,
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,,
KW,Kennedy-Wilson Holdings Inc. Common Stock,Consumer Services,Real Estate
KWAC,Kingswood Acquisition Corp. Class A Common Stock,,
KWR,Quaker Houghton Common Stock,Basic Industries,Automotive Aftermarket
KXIN,Kaixin Auto Holdings Ordinary Shares,Finance,Business Services
KYCH,Keyarch Acquisition Corporation Ordinary Shares,,
KYCHU,Keyarch Acquisition Corporation Unit,,
KYMR,Kymera Therapeutics Inc. Common Stock,Consumer Durables,Specialty Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,Finance,Finance/Investors Services
